"","binlat","binlon","Latitude","Longitude","absLatitude","CP","NP","CN","logCP","logNP","logCN","POCavg_uM","PONavg_uM","POPavg_nM","DIN","Phosphate","Temperature","Nutricline_1uM_Interp","sp_Nutlim_CESM2","region","area_weights"
"1","[-56,-55)","[68,69)",-55.5,68.5,55.5,63.7678571428571,10.8214285714286,5.89273927392739,4.1552492568593,2.38152829533416,1.77372096152513,3.571,0.606,56,27.0671239814758,1.75373997431993,1.85210231041908,0,"Fe-lim","Subpolar",0.566406236924833
"2","[-56,-55)","[69,70)",-55.5,69.5,55.5,51.5901639344262,9.11475409836066,5.66007194244604,3.9433310328911,2.20989443007727,1.73343660281382,3.147,0.556,61,26.980164223671,1.75888551127911,1.8328778808713,0,"Fe-lim","Subpolar",0.566406236924833
"3","[-56,-55)","[70,71)",-55.5,70.5,55.5,73.8318584070797,10.929203539823,6.75546558704453,4.30179032418973,2.39143843034974,1.91035189384,4.1715,0.6175,56.5,26.9113044452667,1.76316758972406,1.81181478542089,0,"Fe-lim","Subpolar",0.566406236924833
"4","[-55,-54)","[67,68)",-54.5,67.5,54.5,64.4615384615385,11.4711538461538,5.61944677284158,4.16606874302055,2.43983552295654,1.726233220064,3.352,0.5965,52,27.1578297080994,1.78033058840036,2.09597763901949,0,"Fe-lim","Subpolar",0.58070295571094
"5","[-55,-54)","[68,69)",-54.5,68.5,54.5,67.4509803921569,11.843137254902,5.6953642384106,4.21140111764312,2.47174856521049,1.73965255243263,3.44,0.604,51,27.0434411993027,1.78849078023434,2.05666890388727,0,"Fe-lim","Subpolar",0.58070295571094
"6","[-55,-54)","[71,72)",-54.5,71.5,54.5,63.5,11.5087719298246,5.51753048780488,4.15103990589865,2.44310952110954,1.70793038478911,3.6195,0.656,57,26.6877682666779,1.80076296424866,1.98401243203878,0,"Fe-lim","Subpolar",0.58070295571094
"7","[-54,-53)","[-176,-175)",-53.5,-175.5,53.5,258.160237388724,36.3501483679525,7.10204081632653,5.55358046728436,3.59319828562051,1.96038218166385,3.48,0.49,13.48,13.2724791674614,1.02488998118043,8.92262415504456,0,"Fe-lim","Subpolar",0.594822786751341
"8","[-54,-53)","[66,67)",-53.5,66.5,53.5,50.8333333333333,9.25757575757576,5.49099836333879,3.92855230737936,2.22544221714517,1.70311009023419,3.355,0.611,66,27.1416173686981,1.80690092891455,2.44844014251232,0,"Fe-lim","Subpolar",0.594822786751341
"9","[-54,-53)","[71,72)",-53.5,71.5,53.5,69.2075471698113,12.4339622641509,5.5660091047041,4.23710991982423,2.52043162095039,1.71667829887385,3.668,0.659,53,26.3965401973724,1.83445254260302,2.22654685556889,0,"Fe-lim","Subpolar",0.594822786751341
"10","[-54,-53)","[72,73)",-53.5,72.5,53.5,51.964824120603,9.14572864321608,5.68186813186813,3.95056703046048,2.21328695534635,1.73728007511413,3.447,0.606666666666667,66.3333333333333,26.2170489521027,1.83074418979883,2.2286004294157,0,"Fe-lim","Subpolar",0.594822786751341
"11","[-53,-52)","[66,67)",-52.5,66.5,52.5,60.2710280373832,11.0560747663551,5.45139475908707,4.09885152454847,2.40298002951648,1.69587149503199,3.2245,0.5915,53.5,26.9371380167007,1.83717746460438,2.80027005374432,0,"Fe-lim","Subpolar",0.608761429008721
"12","[-52,-51)","[65,66)",-51.5,65.5,51.5,30.2096774193548,5.46774193548387,5.52507374631268,3.408162317399,1.69886572233536,1.70929659506364,1.873,0.339,62,26.7484736747742,1.82626963460445,3.38359494316578,0,"Fe-lim","Subpolar",0.62251463663762
"13","[-52,-51)","[66,67)",-51.5,66.5,51.5,63.3018867924528,10.622641509434,5.95914742451155,4.14791513585366,2.36298771458757,1.78492742126609,3.355,0.563,53,26.6469228115082,1.84953489530087,3.20416362297535,0,"Fe-lim","Subpolar",0.62251463663762
"14","[-51,-50)","[65,66)",-50.5,65.5,50.5,34.8309402501158,6.46595646132469,5.38681948424069,3.55050607942312,1.86655094580156,1.68395513362157,3.76,0.698,107.95,26.3732039384842,1.79847526735067,3.87257666993141,0,"Fe-lim","Subpolar",0.636078220277764
"15","[-51,-50)","[71,72)",-50.5,71.5,50.5,94.1315789473684,16.6842105263158,5.64195583596215,4.54469357953263,2.81446279471084,1.73023078482179,3.577,0.634,38,24.6024126329422,1.85105085325241,3.40597329640388,0,"Fe-lim","Subpolar",0.636078220277764
"16","[-50,-49)","[60,61)",-49.5,60.5,49.5,51.6630434782609,8.6304347826087,5.98614609571788,3.94474269956497,2.1552948841981,1.78944781536687,4.753,0.794,92,24.7977638320923,1.63633522295952,5.17095024085045,0,"Fe-lim","Subpolar",0.649448048330184
"17","[-50,-49)","[61,62)",-49.5,61.5,49.5,54.6533333333333,10.2533333333333,5.33029908972692,4.00101020696803,2.32760285596933,1.67340735099869,4.099,0.769,75,25.0737155656815,1.64850795251131,5.06646435141563,0,"Fe-lim","Subpolar",0.649448048330184
"18","[-50,-49)","[62,63)",-49.5,62.5,49.5,37.2753623188406,7.85507246376812,4.74538745387454,3.61833258076025,2.06115949684239,1.55717308391786,5.144,1.084,138,25.3491253681183,1.66475587242842,4.92013023877144,0,"Fe-lim","Subpolar",0.649448048330184
"19","[-50,-49)","[63,64)",-49.5,63.5,49.5,53.5272727272727,8.27272727272727,6.47032967032967,3.9801912946163,2.11296423371848,1.86722706089782,5.888,0.91,110,25.6092620916367,1.68493845188618,4.73532552790642,0,"Fe-lim","Subpolar",0.649448048330184
"20","[-50,-49)","[64,65)",-49.5,64.5,49.5,50.8272058823529,8.75735294117647,5.803946263644,3.92843176009454,2.16989368361925,1.75853807647529,4.60833333333333,0.794,90.6666666666667,25.7617127962112,1.70770196217298,4.5382288479805,0,"Fe-lim","Subpolar",0.649448048330184
"21","[-50,-49)","[65,66)",-49.5,65.5,49.5,68.2252252252252,8.6036036036036,7.92984293193717,4.22281436780149,2.1521811391684,2.07063322863309,7.573,0.955,111,25.7614763526916,1.73185453742743,4.34306312346458,0,"Fe-lim","Subpolar",0.649448048330184
"22","[-50,-49)","[66,67)",-49.5,66.5,49.5,69.0102040816327,8.78571428571428,7.8548199767712,4.23425437890437,2.17312702575716,2.06112735314721,6.763,0.861,98,25.6045677433014,1.75569893819094,4.17138542461395,0,"Fe-lim","Subpolar",0.649448048330184
"23","[-50,-49)","[67,68)",-49.5,67.5,49.5,90.1181818181818,9.38181818181818,9.60562015503876,4.50112194024048,2.23877358024909,2.26234835999139,9.913,1.032,110,25.3211051826477,1.77736185437441,4.03439701890945,304,"Fe-lim","Subpolar",0.649448048330184
"24","[-50,-49)","[71,72)",-49.5,71.5,49.5,86,15.8727272727273,5.41809851088202,4.45434729625351,2.76460237060713,1.68974492564638,4.73,0.873,55,23.4930437393188,1.79016554778814,4.08317872035503,0,"Fe-lim","Subpolar",0.649448048330184
"25","[-50,-49)","[72,73)",-49.5,72.5,49.5,87.9578947368421,15.7368421052632,5.58929765886288,4.47685823107592,2.75600459422425,1.72085363685167,8.356,1.495,95,23.0098828058243,1.77245919311047,4.22777134180069,0,"Fe-lim","Subpolar",0.649448048330184
"26","[-50,-49)","[73,74)",-49.5,73.5,49.5,92.5058823529412,16.3588235294118,5.65480043149946,4.5272722355012,2.7947674171837,1.7325048183175,7.863,1.3905,85,22.5491599063873,1.75008173549175,4.40494618964195,0,"Fe-lim","Subpolar",0.649448048330184
"27","[-50,-49)","[75,76)",-49.5,75.5,49.5,133.426966292135,19.9438202247191,6.69014084507042,4.8935542591707,2.99291933217738,1.90063492699333,5.9375,0.8875,44.5,21.7250435094833,1.69699243044853,4.80155055689812,0,"Fe-lim","Subpolar",0.649448048330184
"28","[-49,-48)","[58,59)",-48.5,58.5,48.5,50.7093023255814,9.19767441860465,5.51327433628319,3.92610937158926,2.21895067151415,1.70715870007511,4.361,0.791,86,22.8357112140656,1.55732705909014,5.96653627490997,0,"Fe-lim","Subpolar",0.662620048215738
"29","[-49,-48)","[59,60)",-48.5,59.5,48.5,75.484375,14.265625,5.29134720700986,4.32392568119473,2.6578527972353,1.66607288395944,4.831,0.913,64,23.0266702957153,1.55212460958958,5.91128160643578,0,"Fe-lim","Subpolar",0.662620048215738
"30","[-49,-48)","[64,65)",-48.5,64.5,48.5,53.8333333333333,9.29710144927536,5.79033515198753,3.9858928539946,2.22970267945843,1.75619017453617,3.7145,0.6415,69,24.4399733295441,1.60716998809576,5.05735850763321,0,"Fe-lim","Subpolar",0.662620048215738
"31","[-49,-48)","[74,75)",-48.5,74.5,48.5,100.938461538462,15.3230769230769,6.58734939759036,4.61451103944924,2.72935998768896,1.88515105176028,6.561,0.996,65,20.5032844781876,1.63092393130064,5.59172542142868,0,"Fe-lim","Subpolar",0.662620048215738
"32","[-48,-47)","[55,56)",-47.5,55.5,47.5,26.4678899082569,4.94495412844037,5.35250463821892,3.27593229671306,1.59836768867985,1.6775646080332,2.885,0.539,109,22.13164103508,1.53854677534103,5.98858691287041,0,"Fe-lim","Subpolar",0.67559020761566
"33","[-48,-47)","[56,57)",-47.5,56.5,47.5,32.3390804597701,6.05747126436782,5.33870967741935,3.47627642021875,1.80129242988678,1.67498399033197,5.627,1.054,174,21.4366501569748,1.51028005027771,6.47417253232002,0,"Fe-lim","Subpolar",0.67559020761566
"34","[-48,-47)","[63,64)",-47.5,63.5,47.5,32.0329057445622,5.63022866703848,5.68945022288262,3.46676367897437,1.7281500571418,1.73861362183257,3.829,0.673,119.533333333333,21.9544731893539,1.45600437521934,6.50917040705681,0,"Fe-lim","Subpolar",0.67559020761566
"35","[-48,-47)","[64,65)",-47.5,64.5,47.5,37.2277227722772,7.03960396039604,5.28832630098453,3.61705371954268,1.95155191296198,1.6655018065807,3.76,0.711,101,22.3246408262253,1.47263150852919,6.20320630478859,0,"Fe-lim","Subpolar",0.67559020761566
"36","[-48,-47)","[65,66)",-47.5,65.5,47.5,58.84,10.2,5.76862745098039,4.07482189573324,2.32238772029023,1.75243417544301,4.413,0.765,75,22.5186404542923,1.49254462867975,5.91572143602371,0,"Fe-lim","Subpolar",0.67559020761566
"37","[-48,-47)","[66,67)",-47.5,66.5,47.5,64.7567567567568,12.2972972972973,5.26593406593407,4.17063804659112,2.50937950630673,1.66125854028439,4.792,0.91,74,22.5106476211548,1.51421076095104,5.69677848219872,0,"Fe-lim","Subpolar",0.67559020761566
"38","[-48,-47)","[74,75)",-47.5,74.5,47.5,107.475138121547,19.1602209944751,5.60928489042676,4.67725954753199,2.95283630663461,1.72442324089738,9.7265,1.734,90.5,18.5174279251099,1.50592892771959,6.86339813566208,0,"Fe-lim","Subpolar",0.67559020761566
"39","[-47,-46)","[50,51)",-46.5,50.5,46.5,68.4811320754717,11.377358490566,6.01907131011609,4.22655826317277,2.43162528317506,1.79493297999771,7.259,1.206,106,22.1631609754562,1.47720551818609,4.99389475464821,403,"Fe-lim","Subpolar",0.688354575693754
"40","[-47,-46)","[53,54)",-46.5,53.5,46.5,79.5074626865672,16.0746268656716,4.94614670380687,4.37585088752603,2.77724205776542,1.59860882976061,5.327,1.077,67,22.3013306217194,1.52062840312719,5.56401088643074,0,"Fe-lim","Subpolar",0.688354575693754
"41","[-47,-46)","[73,74)",-46.5,73.5,46.5,85.2903225806452,15.3387096774194,5.56046267087277,4.44606099648643,2.7303796775003,1.71568131898613,5.288,0.951,62,16.4708089699745,1.37080731850862,8.28481678390503,0,"Fe-lim","Subpolar",0.688354575693754
"42","[-46,-45)","[47,48)",-45.5,47.5,45.5,67.2441860465116,11.3255813953488,5.93737166324435,4.20833056190471,2.42706400738903,1.78126655451568,5.783,0.974,86,20.8235729541779,1.35998237401247,6.47677634215355,0,"Fe-lim","Subpolar",0.700909264299851
"43","[-46,-45)","[48,49)",-45.5,48.5,45.5,64.0138888888889,11.4722222222222,5.57990314769976,4.15910007370445,2.43992865450492,1.71917141919953,9.218,1.652,144,20.9013960914612,1.38994739699364,6.07207541275024,0,"Fe-lim","Subpolar",0.700909264299851
"44","[-46,-45)","[49,50)",-45.5,49.5,45.5,73.640350877193,12.9122807017544,5.703125,4.29919312111715,2.55817885089433,1.74101427022282,8.395,1.472,114,21.1051661128998,1.42215008431673,5.92807316732407,0,"Fe-lim","Subpolar",0.700909264299851
"45","[-46,-45)","[71,72)",-45.5,71.5,45.5,100.702702702703,18.3405405405405,5.49071618037135,4.61217263851731,2.90911393970591,1.7030586988114,6.21,1.131,61.6666666666667,14.3659408836365,1.19124295812845,9.73643083286285,0,"Fe-lim","Subpolar",0.700909264299851
"46","[-45,-44)","[45,46)",-44.5,45.5,44.5,56.4301075268817,10.0215053763441,5.63090128755365,4.03300283747067,2.30473332153234,1.72826951593833,5.248,0.932,93,19.8472253608704,1.283441845119,8.06544800376892,0,"Fe-lim","Subtropical",0.713250449154182
"47","[-45,-44)","[46,47)",-44.5,46.5,44.5,45.6236559139785,8.2258064516129,5.54640522875817,3.82042635204907,2.10727634067328,1.71315001137579,4.243,0.765,93,20.0668794364929,1.32636745774746,7.63604865980148,0,"Fe-lim","Subtropical",0.713250449154182
"48","[-45,-44)","[70,71)",-44.5,70.5,44.5,190.510204081633,33,5.7730364873222,5.2497057578652,3.49650756146648,1.75319819639872,9.335,1.617,49,10.5844882760048,0.933704019367695,11.6192836651802,0,"Fe-lim","Subtropical",0.713250449154182
"49","[-45,-44)","[71,72)",-44.5,71.5,44.5,95.961038961039,15.3636363636364,6.24598478444632,4.56394226493496,2.7320034421247,1.83193882281026,7.389,1.183,77,10.1216960072517,0.928487178891897,11.9498147702217,0,"Fe-lim","Subtropical",0.713250449154182
"50","[-44,-43)","[41,42)",-43.5,41.5,43.5,52.695652173913,9.48550724637681,5.55538579067991,3.96453295070011,2.2497650807527,1.71476786994741,7.272,1.309,138,15.1027369952202,0.931075803905725,10.387602148056,0,"Fe-lim","Subtropical",0.725374371012288
"51","[-44,-43)","[42,43)",-43.5,42.5,43.5,54.6494845360825,9.60824742268041,5.68776824034335,4.00093978248442,2.26262183618221,1.73831794630221,5.301,0.932,97,15.9585036044121,0.996685399889946,10.0350316410065,0,"Fe-lim","Subtropical",0.725374371012288
"52","[-44,-43)","[43,44)",-43.5,43.5,43.5,51.4226804123711,9.05154639175258,5.68109339407745,3.94007932829654,2.20293561513173,1.73714371316481,4.988,0.878,97,16.8160624294281,1.07328740084171,9.65808595657349,0,"Fe-lim","Subtropical",0.725374371012288
"53","[-44,-43)","[69,70)",-43.5,69.5,43.5,109.616666666667,19.1,5.739092495637,4.69698943107925,2.94968833505258,1.74730109602667,6.577,1.146,60,6.4944469127655,0.694769680470228,13.4759078764915,0,"Fe-lim","Subtropical",0.725374371012288
"54","[-43,-42)","[38,39)",-42.5,38.5,42.5,76.6029411764706,13.2352941176471,5.78777777777778,4.33863547256908,2.5828870581482,1.75574841442088,10.418,1.8,136,8.28511087274551,0.615304486095905,13.3915750517845,0,"Fe-lim","Subtropical",0.737277336810124
"55","[-43,-42)","[40,41)",-42.5,40.5,42.5,71.4745762711864,13.4322033898305,5.3211356466877,4.26934180984084,2.59765506184572,1.67168674799512,8.434,1.585,118,9.89672879171371,0.704813604146242,12.5501429123878,0,"Fe-lim","Subtropical",0.737277336810124
"56","[-43,-42)","[68,69)",-42.5,68.5,42.5,122.775080906149,20.4126213592233,6.01466508125248,4.81035407090411,3.01615340361747,1.79420066728664,7.5875,1.2615,61.8,2.77392247819901,0.500861598953605,15.3731844148636,0,"Fe-lim","Subtropical",0.737277336810124
"57","[-43,-42)","[69,70)",-42.5,69.5,42.5,116.320512820513,18.9615384615385,6.13455037187289,4.75634942248004,2.94241263602121,1.81393678645883,9.073,1.479,78,3.35738252472877,0.501493315950036,14.9760159702301,0,"Fe-lim","Subtropical",0.737277336810124
"58","[-42,-41)","[35,36)",-41.5,35.5,41.5,86.0454545454545,14.6727272727273,5.86431226765799,4.45487569785101,2.68599048303748,1.76888521481353,9.465,1.614,110,1.61813139241934,0.352808925002813,17.607209610939,0,"Fe-lim","Subtropical",0.748955720789002
"59","[-42,-41)","[36,37)",-41.5,36.5,41.5,98.1014492753623,17.1884057971014,5.70741989881956,4.58600213991135,2.84423507496041,1.74176706495094,6.769,1.186,69,2.27036560428143,0.376249889940023,17.0699369821548,0,"Fe-lim","Subtropical",0.748955720789002
"60","[-42,-41)","[37,38)",-41.5,37.5,41.5,98.7910447761194,16.4626865671642,6.00090661831369,4.59300696072796,2.80109639986254,1.79191056086542,6.619,1.103,67,2.97379704380035,0.401999904155731,16.4767099618912,0,"Fe-lim","Subtropical",0.748955720789002
"61","[-42,-41)","[68,69)",-41.5,68.5,41.5,106.496350364964,17.5474452554745,6.06905158069884,4.66811071568871,2.86490836982697,1.80320234586173,7.295,1.202,68.5,0.795598674505949,0.352037318363786,16.501852440834,18,"Fe-lim","Subtropical",0.748955720789002
"62","[-41,-40)","[33,34)",-40.5,33.5,40.5,111.446428571429,19.5178571428571,5.7099725526075,4.71354401419889,2.97132979744139,1.7422142167575,6.241,1.093,56,NA,0.169910407707095,20.4038726797104,42,"Fe-lim","Subtropical",0.760405965600031
"63","[-41,-40)","[34,35)",-40.5,34.5,40.5,108.461538461538,20.0769230769231,5.40229885057471,4.68639562591068,2.99957104986116,1.68682457604952,7.05,1.305,65,NA,0.197194414392114,20.1339649114609,40,"Fe-lim","Subtropical",0.760405965600031
"64","[-41,-40)","[67,68)",-40.5,67.5,40.5,106.947136563877,18.7356828193833,5.70820597225488,4.6723346615737,2.93042987777223,1.74190478380147,8.09233333333333,1.41766666666667,75.6666666666667,NA,0.234820392638445,17.6040557279587,58,"Fe-lim","Subtropical",0.760405965600031
"65","[-40,-39)","[30,31)",-39.5,30.5,39.5,98.6941176470588,16.3764705882353,6.02658045977011,4.59202534635598,2.79584558440405,1.79617976195193,8.389,1.392,85,NA,0.130177515372634,20.9049049654007,53,"Fe-lim","Subtropical",0.77162458338772
"66","[-40,-39)","[31,32)",-39.5,31.5,39.5,118.519230769231,19.4807692307692,6.08390918065153,4.77507523238082,2.96942778566726,1.80564744671356,6.163,1.013,52,NA,0.114153373084962,21.5000508909225,55,"Fe-lim","Subtropical",0.77162458338772
"67","[-40,-39)","[32,33)",-39.5,32.5,39.5,109.19696969697,18.5606060606061,5.88326530612245,4.69315331289802,2.9210413809524,1.77211193194561,7.207,1.225,66,NA,0.115141602575779,21.7398625907898,56,"Fe-lim","Subtropical",0.77162458338772
"68","[-40,-39)","[66,67)",-39.5,66.5,39.5,123.245762711864,19.2881355932203,6.38971880492091,4.81418043271205,2.95949017078056,1.85469026193149,7.2715,1.138,59,NA,0.151415567018092,18.2210821237564,65,"Fe-lim","Subtropical",0.77162458338772
"69","[-39,-38)","[28,29)",-38.5,28.5,38.5,74.298969072165,17.2989690721649,4.29499404052443,4.30809707642106,2.85064690852377,1.45745016789729,7.207,1.678,97,0.155030312329531,0.169921445198357,20.1904332256317,56,"Fe-lim","Subtropical",0.782608156852414
"70","[-39,-38)","[29,30)",-38.5,29.5,38.5,124.252873563218,19.6551724137931,6.32163742690059,4.82231879197867,2.97834053084212,1.84397826113655,10.81,1.71,87,0.131412136882544,0.142686921484768,21.2551273212433,58,"Fe-lim","Subtropical",0.782608156852414
"71","[-39,-38)","[65,66)",-38.5,65.5,38.5,99.4827586206896,16.0689655172414,6.19098712446352,4.59998434895573,2.77688980413917,1.82309454481655,2.885,0.466,29,NA,0.102730355840176,18.5558750743866,64,"Fe-lim","Subtropical",0.782608156852414
"72","[-38,-37)","[26,27)",-37.5,26.5,37.5,118.36231884058,17.536231884058,6.7495867768595,4.77375041876102,2.86426913399353,1.90948128476749,8.167,1.21,69,0.170008091285825,0.181225352697074,19.3680051527023,58,"Fe-lim","Subtropical",0.793353340291235
"73","[-38,-37)","[27,28)",-37.5,27.5,37.5,100.046511627907,15.1860465116279,6.58805513016845,4.60563519413411,2.72037701358287,1.88525818055124,4.302,0.653,43,0.154159179985523,0.164775546938181,19.9603782405853,59,"Fe-lim","Subtropical",0.793353340291235
"74","[-38,-37)","[64,65)",-37.5,64.5,37.5,116.555555555556,17.2592592592593,6.75321888412017,4.75836803106008,2.84834876812132,1.91001926293876,3.147,0.466,27,NA,0.0847704798094928,19.0077505569458,64,"Fe-lim","Subtropical",0.793353340291235
"75","[-38,-37)","[65,66)",-37.5,65.5,37.5,110.961538461538,17.6923076923077,6.27173913043478,4.70918364092072,2.87312995146166,1.83605368945906,2.885,0.46,26,NA,0.0906015319935977,18.9767875289917,62,"Fe-lim","Subtropical",0.793353340291235
"76","[-38,-37)","[76,77)",-37.5,76.5,37.5,114.548387096774,18.258064516129,6.27385159010601,4.74099732845794,2.90460687371804,1.83639045473991,3.551,0.566,31,2.1021319283843,0.268700697213411,16.6485601081848,0,"Fe-lim","Subtropical",0.793353340291235
"77","[-38,-37)","[77,78)",-37.5,77.5,37.5,131.081632653061,22.9387755102041,5.7144128113879,4.87582027914717,3.13282873234301,1.74299154680416,6.423,1.124,49,2.60008373117447,0.298758925676346,16.1152786850929,0,"Fe-lim","Subtropical",0.793353340291235
"78","[-37,-36)","[64,65)",-36.5,64.5,36.5,118.780487804878,16.4634146341463,7.21481481481481,4.77727714937233,2.80114062416822,1.97613652520411,2.435,0.3375,20.5,0.0979693652801216,0.090372294139117,19.8390762014389,66,"Fe-lim","Subtropical",0.803856860617217
"79","[-37,-36)","[75,76)",-36.5,75.5,36.5,117.673913043478,18.4565217391304,6.37573616018846,4.76791735030788,2.91541778982225,1.85249956048563,3.60866666666667,0.566,30.6666666666667,1.49691179096699,0.237647639155388,17.7159534378052,0,"Fe-lim","Subtropical",0.803856860617217
